id,text,date,like_count,rt_count,category,from
1549422655656275968,Congrats to Tesla Fremont + Giga Nevada for making their 2 millionth car!,2022-07-19 15:55:22+00:00,114141,6988,DirectTweet,elonmusk
1549288086944845825,Please vote your shares with Tesla! https://t.co/ZbFWv0pkgG,2022-07-19 07:00:38+00:00,34693,3060,ReTweetWComment,Tesla
1549265894731354114,@WholeMarsBlog Yeah,2022-07-19 05:32:27+00:00,10382,333,ReplyTweet,WholeMarsBlog
1549222526643015682,@SawyerMerritt @SpaceX It’s a start. About 1000 times more mass to orbit per year will be needed to make life multiplanetary.,2022-07-19 02:40:08+00:00,19360,1116,ReplyTweet,SawyerMerritt
1549197098226171906,@BillyM2k Already did it,2022-07-19 00:59:05+00:00,86878,3277,ReplyTweet,BillyM2k
1549140676662665216,"@Teslaconomics Haha damn, maybe I should take off my shirt more often … free the nip!! 
(already back in the factory btw)",2022-07-18 21:14:53+00:00,108531,2847,ReplyTweet,Teslaconomics
1549138566990766082,@teslaownersSV Still needs a few tweaks,2022-07-18 21:06:30+00:00,6358,213,ReplyTweet,teslaownersSV
1549137662845542400,@JohnnaCrider1 @TwitterSupport @Teslarati @WholeMarsBlog 🤔,2022-07-18 21:02:55+00:00,3910,183,ReplyTweet,JohnnaCrider1
1549126205529628672,https://t.co/8IYBfjFact,2022-07-18 20:17:23+00:00,361755,30659,DirectTweet,JohnnaCrider1
1549125950264205313,@EvaFoxU @BillyM2k 💯🤣,2022-07-18 20:16:22+00:00,2791,106,ReplyTweet,EvaFoxU
1549116062020550662,@RenataKonkoly @engineers_feed A classic 🤣,2022-07-18 19:37:05+00:00,3299,95,ReplyTweet,RenataKonkoly
1549105540214702081,"@engineers_feed I remember the 70’s, which means I’m definitely not spring chicken",2022-07-18 18:55:16+00:00,12918,504,ReplyTweet,engineers_feed
1549100788848283649,"@BillyM2k Arguably, we know more than nothing. “Death &amp; taxes are a certainty” – BF.",2022-07-18 18:36:23+00:00,26687,1370,ReplyTweet,BillyM2k
1549088120380981248,@karpathy Also worth getting a particle counter,2022-07-18 17:46:03+00:00,3563,142,DirectTweet,elonmusk
1549087985626488832,"@OwenSparks_ @karpathy It’s on the future product list. Especially important in places like Austin, which has next-level amounts of pollen in the air.",2022-07-18 17:45:31+00:00,4562,258,ReplyTweet,OwenSparks_
1549086953613713412,@konstructivizm Things will get wild when Andromeda collides with our galaxy!,2022-07-18 17:41:25+00:00,57042,2105,ReplyTweet,konstructivizm
1549084087117307904,@energybants @Liv_Boeree They should keep running,2022-07-18 17:30:01+00:00,33772,1621,ReplyTweet,energybants
1549084087117307904,@energybants @Liv_Boeree They should keep running,2022-07-18 17:30:01+00:00,33772,1621,ReplyTweet,energybants
1549082737008680962,@karpathy True. I have a CO2 monitor on my desk. It beeps whenever ppm&gt;1000.,2022-07-18 17:24:39+00:00,13449,590,ReplyTweet,karpathy
1549081948596862976,@SpaceX @Space_Station About twice as much useful mass to orbit as rest of Earth combined,2022-07-18 17:21:31+00:00,20967,1053,ReplyTweet,SpaceX
1549081736516182016,"RT @SpaceX: Falcon 9 has completed 31 missions so far this year, delivering ~351 metric tons to orbit – carrying astronauts &amp; research to t…",2022-07-18 17:20:41+00:00,0,4054,ReTweet,SpaceX
1549048634544898049,@tanayj Absolutely,2022-07-18 15:09:09+00:00,10218,377,ReplyTweet,tanayj
1549048216263335937,"@Erdayastronaut @LevEakins More accurate word is “propellant”, rather than “fuel”. Starship is ~78% liquid oxygen, ~22% fuel.

Propellant cost is of primary importance for a fully reusable rocket, so reusable rockets want high thrust, as thrust below T/W of 1 is irrelevant.",2022-07-18 15:07:29+00:00,5378,387,ReplyTweet,Erdayastronaut
1549035998113251329,@Rainmaker1973 I use this example a lot,2022-07-18 14:18:56+00:00,44687,1544,ReplyTweet,Rainmaker1973
1549035564485070848,"@TJ_Cooney @SpaceX Starlink bandwidth varies a lot, depending on user terminal density &amp; time of day. That’s why the long wait in some areas.

Throughput is roughly linear with total V1 satellites in operation. V2 satellites are at least 5 times better (conservative estimate) than V1.",2022-07-18 14:17:12+00:00,3865,215,ReplyTweet,TJ_Cooney
1549033484299419653,@TJ_Cooney @SpaceX Starlink is a gamechanger for remote locations,2022-07-18 14:08:56+00:00,36316,1405,ReplyTweet,TJ_Cooney
1548152565216317444,@topherAlba26 @itsALLrisky @BillyM2k @MilgateTyler @nmayfield28 @djdoge69 @LingLingBBW @Stealth_Doge69 @GloryDoge @Cest_inevitable @ALL_IN_MCDOGE_1 @Cocochaneladair @ArroyoXIII 🤣,2022-07-16 03:48:29+00:00,7736,299,ReplyTweet,topherAlba26
1548120429000134658,@NASAEarth Global _______,2022-07-16 01:40:47+00:00,28298,1346,ReplyTweet,NASAEarth
1548102464313782272,@SciGuySpace Cumulative tonnage to orbit this year is the right metric,2022-07-16 00:29:24+00:00,4123,212,ReplyTweet,SciGuySpace
1548102060733636608,@Storm4Congress 🤣,2022-07-16 00:27:48+00:00,18535,685,ReplyTweet,Storm4Congress
1548100476742168576,@akidesir @SawyerMerritt Write to the @FCC! That would be great.,2022-07-16 00:21:30+00:00,3739,356,ReplyTweet,akidesir
1548100021056286720,@SawyerMerritt Charlie Ergen is trying steal the 12GHz band meant for space Internet. Not cool.,2022-07-16 00:19:41+00:00,3982,367,ReplyTweet,SawyerMerritt
1548085546777423872,@cleantechnica Progress,2022-07-15 23:22:11+00:00,7299,331,ReplyTweet,cleantechnica
1548085294188019717,@teslaownersSV @Tesla We’re making progress with Steam integration. Demo probably next month.,2022-07-15 23:21:10+00:00,28627,1419,ReplyTweet,teslaownersSV
1548053777831235585,@teslaownersSV @cb_doge It’s a flat trade,2022-07-15 21:15:56+00:00,3035,136,ReplyTweet,teslaownersSV
1548053628648230921,@EvaFoxU @cb_doge 🤣,2022-07-15 21:15:21+00:00,3257,105,ReplyTweet,EvaFoxU
1548053473488293888,@teslaownersSV Autonomous rocket landing on autonomous ship,2022-07-15 21:14:44+00:00,18496,821,ReplyTweet,teslaownersSV
1548053473488293888,@teslaownersSV Autonomous rocket landing on autonomous ship,2022-07-15 21:14:44+00:00,18496,821,ReplyTweet,teslaownersSV
1548049669049106433,"@cb_doge Actually true. Then I suggested to the team that it didn’t need to be quite so pointy, since that’s just based on a movie joke, but everyone likes it pointy, so we kept it that way.",2022-07-15 20:59:37+00:00,17726,611,ReplyTweet,cb_doge
1548049133453250561,@BillyM2k @CryptoWhale 😋 bagels,2022-07-15 20:57:29+00:00,4844,239,ReplyTweet,BillyM2k
1547929147371950081,"@hohocho If inflation calms down, we can lower prices for cars",2022-07-15 13:00:42+00:00,15151,911,ReplyTweet,hohocho
1547927887734456322,"Tesla is to protect life on Earth,
SpaceX to extend life beyond.",2022-07-15 12:55:42+00:00,231865,20515,DirectTweet,hohocho
1547924891613048833,"@PPathole 20 to 30 years from first human landing if launch rate growth is exponential.

Assumes transferring ~100k each rendezvous and ~1M total people needed.",2022-07-15 12:43:47+00:00,8832,574,ReplyTweet,PPathole
1547919176299270146,"Mars may be a fixer upper of a planet, but it has great potential!",2022-07-15 12:21:05+00:00,152190,9236,DirectTweet,PPathole
1547917615099588612,"@tim_ottawa @teslaownersSV Mars is, admittedly, a fixer upper of a planet",2022-07-15 12:14:53+00:00,3845,203,ReplyTweet,tim_ottawa
1547907609985818630,@teslaownersSV The scale is 🤯 &amp; anyone can visit!,2022-07-15 11:35:07+00:00,20289,884,ReplyTweet,teslaownersSV
1547793837443035136,https://t.co/ozWk7GxcEu,2022-07-15 04:03:02+00:00,642244,49496,DirectTweet,teslaownersSV
1547791690492047360,RT @SpaceX: Falcon 9 launches Dragon to the @space_station https://t.co/d02wuzLnan,2022-07-15 03:54:30+00:00,0,4194,ReTweet,SpaceX
1547774583138160646,@waitbutwhy I wonder if there is a species in the Magellanic Clouds wondering who lives in the big galaxy they orbit,2022-07-15 02:46:31+00:00,19854,996,ReplyTweet,waitbutwhy
1547769955327680513,"@PPathole @Erdayastronaut @SpaceX @Caspar_Stanley @IzanRamos2002 Some small tubes &amp; wiring need to be nested in a bigger tube for thermal protection, kinda like conduit in a house. 

Engines themselves &amp; booster base are extremely robust. High strength stainless steel is bulletproof to a handgun at ~2.5mm thickness. Booster dome is 4mm.",2022-07-15 02:28:08+00:00,3211,203,ReplyTweet,PPathole
1547763701121294336,@DJSnM @Erdayastronaut @SpaceX @Caspar_Stanley @IzanRamos2002 Electric power for booster &amp; ship is needed even when engines aren’t running &amp; incremental power draw of TVC isn’t too bad. We have local supercaps on each engine to deal with power spikes.,2022-07-15 02:03:17+00:00,3507,181,ReplyTweet,DJSnM
1547761081841397762,"@Erdayastronaut @SpaceX @Caspar_Stanley @IzanRamos2002 Enabling engines to take the heat without shrouds might save over 10 tons, all things considered.

Shrouds are also a risk in that fuel leaks could be contained by the shroud, forming a MOX bomb.

Booster is purging all 33 engine shrouds in flight to prevent this.",2022-07-15 01:52:52+00:00,4147,243,DirectTweet,elonmusk
1547759390513512455,"@Erdayastronaut @SpaceX @Caspar_Stanley @IzanRamos2002 All mass necessitated by an engine design should count as engine mass, eg shrouds, TVC hydraulic power or excess purge gas.

Raptors in production now have electric TVC, saving over a ton of hydraulics mass on booster.",2022-07-15 01:46:09+00:00,4822,277,ReplyTweet,Erdayastronaut
1547743421581864963,Dragon launching in 2 mins https://t.co/DBQDCbBy6B,2022-07-15 00:42:42+00:00,51282,4164,ReTweetWComment,SpaceX
1547492347998392320,"RT @NASAKennedy: Tomorrow at 8:44pm ET, @SpaceX's 25th cargo resupply mission will lift off from Launch Complex 39A. Weather officials cont…",2022-07-14 08:05:01+00:00,0,3283,ReTweet,NASAKennedy
1547478741655228416,"@Erdayastronaut @SpaceX @Caspar_Stanley @IzanRamos2002 Most importantly, we need to delete or thermally protect remaining secondary structure, so we can remove shrouds",2022-07-14 07:10:57+00:00,13546,629,ReplyTweet,Erdayastronaut
1547384267952586752,"@arctechinc 10.13 goes to internal beta tomorrow, external next week. Should handle Chuck’s complex left turn.

Beta v11 hopefully end of next month, which just amounts to incorporating highway. Importance of “v11” has been reduced by all the 10.x releases. We’re already mostly at v11.",2022-07-14 00:55:33+00:00,8334,644,ReplyTweet,arctechinc
1547384267952586752,"@arctechinc 10.13 goes to internal beta tomorrow, external next week. Should handle Chuck’s complex left turn.

Beta v11 hopefully end of next month, which just amounts to incorporating highway. Importance of “v11” has been reduced by all the 10.x releases. We’re already mostly at v11.",2022-07-14 00:55:33+00:00,8334,644,ReplyTweet,arctechinc
1547335571168604160,@shacknews 💩 = bs,2022-07-13 21:42:02+00:00,68168,3282,ReplyTweet,shacknews
1547332709025861632,@karpathy Thanks for everything you have done for Tesla! It has been an honor working with you.,2022-07-13 21:30:40+00:00,28164,842,ReplyTweet,karpathy
1547331092511744001,@BillFOXLA @FoxNews Wow,2022-07-13 21:24:15+00:00,31942,2072,ReplyTweet,BillFOXLA
1547307493222596609,@ajtourville @Twitter 🧐,2022-07-13 19:50:28+00:00,13374,565,ReplyTweet,ajtourville
1547274741844549632,@BillyM2k 🤣🤣,2022-07-13 17:40:20+00:00,10617,442,ReplyTweet,BillyM2k
1547271599555940352,"@DavidSacks Absolutely. 

And lithium batteries are the new oil.",2022-07-13 17:27:50+00:00,34453,2276,ReplyTweet,DavidSacks
1547253925249552385,"@SirineAti If testing goes well, as soon as next month",2022-07-13 16:17:37+00:00,6048,324,ReplyTweet,SirineAti
1547252254326935552,@SawyerMerritt Cool,2022-07-13 16:10:58+00:00,9754,314,ReplyTweet,SawyerMerritt
1547250280667828224,Gives whole new meaning to Go Pros!,2022-07-13 16:03:08+00:00,109082,4996,DirectTweet,elonmusk
1547246780462538754,@SRuhle Imagine if MSNBC did that,2022-07-13 15:49:13+00:00,193061,14653,ReplyTweet,SRuhle
1547246207881433088,"RT @Tesla: In Dog Mode, air conditioning will stay on while the car is locked, keeping your pets safe &amp; comfortable",2022-07-13 15:46:57+00:00,0,5566,ReTweet,Tesla
1547241990114402313,@RationalEtienne 🤣👍,2022-07-13 15:30:11+00:00,14374,324,ReplyTweet,RationalEtienne
1547238325907513346,A+ for cinematography https://t.co/anGjQKbq5W,2022-07-13 15:15:37+00:00,506701,56975,DirectTweet,RationalEtienne
1547102805600632832,@cb_doge Ancient times,2022-07-13 06:17:07+00:00,62738,1289,ReplyTweet,cb_doge
1547094594466332672,"Was just up in the booster propulsion section. Damage appears to be minor, but we need to inspect all the engines. Best to do this in the high bay.",2022-07-13 05:44:29+00:00,45053,2111,DirectTweet,elonmusk
1547093032301985794,Starship launch site tonight https://t.co/Len70RGCNf,2022-07-13 05:38:17+00:00,115676,7194,DirectTweet,elonmusk
1547081728979869697,@Teslarati @ResidentSponge Join our underground movement!,2022-07-13 04:53:22+00:00,16999,882,ReplyTweet,Teslarati
1547028854161788929,Excited about @NASAWebb potential!,2022-07-13 01:23:15+00:00,98367,5531,DirectTweet,Teslarati
1547002861942448128,@ashleevance https://t.co/fEyGfy1EaX,2022-07-12 23:39:58+00:00,14090,505,DirectTweet,elonmusk
1547002861942448128,@ashleevance https://t.co/fEyGfy1EaX,2022-07-12 23:39:58+00:00,14090,505,DirectTweet,elonmusk
1547001325602443264,@ashleevance Lmaooo,2022-07-12 23:33:52+00:00,95419,2674,ReplyTweet,ashleevance
1546980241494745100,Oh the irony lol,2022-07-12 22:10:05+00:00,230424,13534,DirectTweet,ashleevance
1546957550670815234,@ajtourville @Tesla No problem to recycle the 4680 pack. Just think of any battery pack as super high grade ore – it is always better to start with high grade ore than low grade!,2022-07-12 20:39:55+00:00,12267,693,ReplyTweet,ajtourville
1546733355336716289,@cb_doge But Fifth Element was great,2022-07-12 05:49:03+00:00,4930,215,ReplyTweet,cb_doge
1546727913944502274,@Erdayastronaut @PPathole @planet4589 @NASASpaceflight Base of the vehicle seems ok by flashlight. I was just out there about an hour ago. We shut down the pad for the night for safety. Will know more in the morning.,2022-07-12 05:27:26+00:00,11766,572,ReplyTweet,Erdayastronaut
1546726583393828870,"@SpaceTelescope Cool, congrats! 

Now the simulators will have to spend more money on rendering.",2022-07-12 05:22:08+00:00,41998,1621,ReplyTweet,SpaceTelescope
1546722385486815233,"@ChrisDungeon @alexkehr @BillyM2k @levie Rereading The Life of Greece by Durant. In recent months, read American Caesar, Masters of Doom, Not Much of an Engineer, Wages of Destruction and Storm of Steel. 

Not much book fiction lately. Video games seem to have better stories these days.",2022-07-12 05:05:28+00:00,5552,440,ReplyTweet,ChrisDungeon
1546720437828190208,@dogeofficialceo 🤣,2022-07-12 04:57:43+00:00,81092,1531,ReplyTweet,dogeofficialceo
1546719977314684928,@alexkehr @BillyM2k @levie I do recommend a lot of books,2022-07-12 04:55:53+00:00,1965,108,ReplyTweet,alexkehr
1546715913122189313,@levie And too many little red or green LED indicators,2022-07-12 04:39:44+00:00,8005,249,ReplyTweet,levie
1546715612495417344,@BillyM2k @levie YouTube keeps playing me the same annoying scam ads every time I use it. The algorithm is convinced that I can “make money through Audible” …,2022-07-12 04:38:33+00:00,10559,685,ReplyTweet,BillyM2k
1546714464950575105,@EvaFoxU 🤣,2022-07-12 04:33:59+00:00,21180,465,ReplyTweet,EvaFoxU
1546713443943825408,"@PPathole @planet4589 @NASASpaceflight That is one of the things we will be doing going forward.

This particular issue, however, was specific to the engine spin start test (Raptor has a complex start sequence). 

Going forward, we won’t do a spin start test with all 33 engines at once.",2022-07-12 04:29:56+00:00,5711,350,ReplyTweet,PPathole
1546680184211771392,@PPathole @JoeTalkShow @BreitbartNews 💯,2022-07-12 02:17:46+00:00,5436,200,ReplyTweet,PPathole
1546679818959278081,"@adamirvinmusic @BreitbartNews Trump would be 82 at end of term, which is too old to be chief executive of anything, let alone the United States of America.

If DeSantis runs against Biden in 2024, then DeSantis will easily win – he doesn’t even need to campaign.",2022-07-12 02:16:19+00:00,34737,3464,ReplyTweet,adamirvinmusic
1546674036641411078,"@JoeTalkShow @BreitbartNews Yeah, but too much drama. Do we really want a bull in a china shop situation every single day!?

Also, I think the legal maximum age for start of Presidential term should be 69.",2022-07-12 01:53:20+00:00,19532,1005,ReplyTweet,JoeTalkShow
1546669610509799424,"@BreitbartNews I don’t hate the man, but it’s time for Trump to hang up his hat &amp; sail into the sunset.

Dems should also call off the attack – don’t make it so that Trump’s only way to survive is to regain the Presidency.",2022-07-12 01:35:45+00:00,34628,2999,ReplyTweet,BreitbartNews
1546666417759653888,"Tesla’s automatic cabin overheat protection should make a real difference with record heatwaves.

Ability to adjust activation temperature coming with next software release.",2022-07-12 01:23:04+00:00,81075,5237,DirectTweet,BreitbartNews
1546663293909180418,@BonginoReport Not true,2022-07-12 01:10:39+00:00,261150,10196,ReplyTweet,BonginoReport
1546663293909180418,@BonginoReport Not true,2022-07-12 01:10:39+00:00,261150,10196,ReplyTweet,BonginoReport
1546641991597006851,"@planet4589 @NASASpaceflight Cryogenic fuel is an added challenge, as it evaporates to create fuel-air explosion risk in a partially oxygen atmosphere like Earth.

That said, we have a lot of sensors to detect this. More later.",2022-07-11 23:46:00+00:00,9502,474,ReplyTweet,planet4589
1546639772621365248,"@NASASpaceflight Yeah, actually not good. Team is assessing damage.",2022-07-11 23:37:11+00:00,56556,1992,ReplyTweet,NASASpaceflight
1546608803763916802,@_mintydoge @BillyM2k 🤣👍,2022-07-11 21:34:08+00:00,1681,68,ReplyTweet,_mintydoge
1546607021826375680,@ExplainThisBob 🔥💯,2022-07-11 21:27:03+00:00,2653,105,ReplyTweet,ExplainThisBob
1546606622583185408,@BillyM2k 🐁 + ⌨️ v1.05,2022-07-11 21:25:28+00:00,5587,303,DirectTweet,elonmusk
1546602051022495746,@BillyM2k Mimic + Dark Moon + Stars of Ruin,2022-07-11 21:07:18+00:00,15503,666,ReplyTweet,BillyM2k
1546598042844991489,https://t.co/mvVUR4doqB,2022-07-11 20:51:22+00:00,308095,19090,DirectTweet,BillyM2k
1546561966331789318,@greg16676935420 @MrBeast 🔥👍,2022-07-11 18:28:01+00:00,8326,173,ReplyTweet,greg16676935420
1546552413083111424,@WholeMarsBlog Absolutely,2022-07-11 17:50:03+00:00,22863,974,ReplyTweet,WholeMarsBlog
1546552287153242117,@WholeMarsBlog Problematic,2022-07-11 17:49:33+00:00,3973,210,ReplyTweet,WholeMarsBlog
1546525481624895490,"@MrBeast Good chance you’re experiencing at least mild acid reflux at night, affecting quality sleep without consciousness awareness",2022-07-11 16:03:02+00:00,44728,1150,ReplyTweet,MrBeast
1546518415183159296,@GailAlfarATX @Tesla @teslacn @TeslaOwnersEBay @blueskykites @Kristennetten @JenniCurrent @daelmor @IheartTesla @EvrybodynthrMom Children are essential to the future,2022-07-11 15:34:57+00:00,24199,1645,ReplyTweet,GailAlfarATX
1546518224887496705,"For improved quality of sleep, raise head of your bed by about 3” or 5cm and don’t eat 3 hours before bedtime",2022-07-11 15:34:12+00:00,377342,31177,DirectTweet,GailAlfarATX
1546367753870770177,These polar launches will enable complete coverage of Earth (where approved by local government) https://t.co/0ssHobwdp3,2022-07-11 05:36:17+00:00,56732,5007,ReTweetWComment,SpaceX
1546361634347749376,Chuckmate,2022-07-11 05:11:58+00:00,189978,8495,DirectTweet,elonmusk
1546358748649766914,@itsALLrisky @PPathole @SECGov 💯,2022-07-11 05:00:30+00:00,7869,289,ReplyTweet,itsALLrisky
1546350723654369280,@PPathole Hello??? @SECGov,2022-07-11 04:28:36+00:00,11191,893,ReplyTweet,PPathole
1546345773348147201,https://t.co/d5tSnoDs5s,2022-07-11 04:08:56+00:00,370527,27155,DirectTweet,PPathole
1546345323219533824,@WholeMarsBlog 🤣🤣,2022-07-11 04:07:09+00:00,28929,691,ReplyTweet,WholeMarsBlog
1546345323219533824,@WholeMarsBlog 🤣🤣,2022-07-11 04:07:09+00:00,28932,691,ReplyTweet,WholeMarsBlog
1546344529460174849,https://t.co/JcLMee61wj,2022-07-11 04:04:00+00:00,1155964,132554,DirectTweet,WholeMarsBlog
1545485800833372160,"@WholeMarsBlog Future wars are all about the drones. Human crews of planes or tanks have no chance.

One exception: a purely analog, human-controlled vehicle is far more resilient to EMF weapons.",2022-07-08 19:11:43+00:00,39920,3257,ReplyTweet,WholeMarsBlog
1545457074389151744,@greg_price11 Whoever controls the teleprompter is the real President! https://t.co/1rcqmwLe9S,2022-07-08 17:17:34+00:00,62564,9027,ReplyTweet,greg_price11
1545454408237867010,"@ScottAdamsSays @NickCannon We know so little today. I want to know the meaning of life or whatever the right question is to ask, as Douglas Adams would put it. 

Wait … are you guys related?",2022-07-08 17:06:58+00:00,6005,372,DirectTweet,elonmusk
1545453113888215040,@ScottAdamsSays @NickCannon But sponges &amp; starfish obv can https://t.co/v7Bbz7vstW,2022-07-08 17:01:50+00:00,5137,321,DirectTweet,elonmusk
1545451741780463617,"@ScottAdamsSays @NickCannon Consciousness can understand the nature of the Universe. Clams, not so much.",2022-07-08 16:56:23+00:00,6787,404,ReplyTweet,ScottAdamsSays
1545432981241679872,@Andst7 Interesting. Who is behind the bot attack?,2022-07-08 15:41:50+00:00,6637,487,ReplyTweet,andst7
1545428479830659073,"@BLKMDL3 @NickCannon Kids are worth it if at all possible. I’m planning to increase childcare benefits at my companies significantly.

Hopefully, other companies do same.

Also, Musk Foundation plans to donate directly to families.

Hopefully, details to be announced next month.",2022-07-08 15:23:56+00:00,11059,1228,ReplyTweet,BLKMDL3
1545424964546748416,"@sm Agreed, this needs to be addressed",2022-07-08 15:09:58+00:00,3358,165,ReplyTweet,sm
1545420831299227649,@Liv_Boeree The world has gone mad,2022-07-08 14:53:33+00:00,9423,824,ReplyTweet,Liv_Boeree
1545419348277202945,@hiromichimizuno Terrible news,2022-07-08 14:47:39+00:00,53873,1899,ReplyTweet,hiromichimizuno
1545208079331074054,@slashdot Great!,2022-07-08 00:48:09+00:00,13918,439,ReplyTweet,slashdot
1545188187085029376,@BillyM2k @slashdot That is indeed the real question,2022-07-07 23:29:06+00:00,10344,543,ReplyTweet,BillyM2k
1545176999043379200,@BillyM2k I had same great experience from Tokyo to Osaka,2022-07-07 22:44:39+00:00,7229,358,ReplyTweet,BillyM2k
1545172331093377024,"@BillyM2k China &amp; Japan have awesome trains. 

Took bullet train from Beijing to Xi’an to see Terracotta Army of 秦始皇.",2022-07-07 22:26:06+00:00,23300,1033,ReplyTweet,BillyM2k
1545166492408328193,Super fired up for future product development with our awesome Tesla team! Such an honor to work with them.,2022-07-07 22:02:54+00:00,140636,8126,DirectTweet,BillyM2k
1545166089675362305,"@WholeMarsBlog Also, being ruggedized for relentless salt spray &amp; extreme winds &amp; storms in deep ocean is not easy",2022-07-07 22:01:18+00:00,4880,248,DirectTweet,elonmusk
1545165611201728512,"@WholeMarsBlog No, it’s dual, high performance terminals, which are important for maintaining the connection in choppy seas &amp; heavy storms.

Still obv premium pricing, but way cheaper &amp; faster than alternatives.

SpaceX was paying $150k/month for a much worse connection to our ships!",2022-07-07 21:59:24+00:00,11031,566,ReplyTweet,WholeMarsBlog
1545154942159056896,"@JoshSeefried A flying, electric boat would be sickkk",2022-07-07 21:17:00+00:00,9131,443,ReplyTweet,JoshSeefried
1545154942159056896,"@JoshSeefried A flying, electric boat would be sickkk",2022-07-07 21:17:00+00:00,9131,443,ReplyTweet,JoshSeefried
1545150462214623232,Starlink for boats! https://t.co/BQujU8Ngna,2022-07-07 20:59:12+00:00,105278,8313,ReTweetWComment,SpaceX
1545150198564790272,"@cb_doge Not bad! 

It is high time that the future looked like the future.

Same goes for fashion.",2022-07-07 20:58:09+00:00,7891,388,ReplyTweet,cb_doge
1545127971383640066,"RT @SpaceX: In addition to withstanding extreme cold, heat, hail, sleet, heavy rain, and gale force winds, Starlink is rugged enough to wit…",2022-07-07 19:29:50+00:00,0,5042,ReTweet,SpaceX
1545104424913207296,"@EvaFoxU @BillyM2k @tesla_adri Pretty much. A van would have more roof height, so you could stand or sit under it for shade.",2022-07-07 17:56:16+00:00,5186,269,ReplyTweet,EvaFoxU
1545102846995095552,"@BillyM2k Maybe with an optional solar power canopy that extends both sides of the van, tripling roof area",2022-07-07 17:50:00+00:00,10384,549,ReplyTweet,BillyM2k
1545055807019962374,@teslaownersSV 😉,2022-07-07 14:43:04+00:00,7461,273,ReplyTweet,teslaownersSV
1545051959178059777,@micsolana @rmcentush Exactly,2022-07-07 14:27:47+00:00,2713,116,ReplyTweet,micsolana
1545051509020192768,Maybe Tesla should make a highly configurable Robovan for people &amp; cargo?,2022-07-07 14:26:00+00:00,123037,6875,DirectTweet,micsolana
1545050496230051844,"@PPathole Far too many people are under the illusion that Earth is overpopulated, even though birth rate trends are so obviously headed to population collapse",2022-07-07 14:21:58+00:00,29198,3417,ReplyTweet,PPathole
1545049944796516357,I hope you have big families and congrats to those who already do!,2022-07-07 14:19:47+00:00,267317,17501,DirectTweet,PPathole
1545049435654172675,Population of Mars is still zero people!,2022-07-07 14:17:45+00:00,310922,18513,DirectTweet,PPathole
1545047278976524294,"Mark my words, they are sadly true",2022-07-07 14:09:11+00:00,79675,4014,DirectTweet,elonmusk
1545046146548019201,"Doing my best to help the underpopulation crisis. 

A collapsing birth rate is the biggest danger civilization faces by far.",2022-07-07 14:04:41+00:00,272748,25849,DirectTweet,elonmusk
1545040832050434048,"@_SuccessMinded_ @pmarca “Wait A Minute, Doc. Are You Telling Me You Built A Time Machine...Out Of A DeLorean?” – Back to the Future",2022-07-07 13:43:34+00:00,3886,236,ReplyTweet,_SuccessMinded_
1545038178876362760,RT @SpaceX: Liftoff! https://t.co/x5Lo6JrDmq,2022-07-07 13:33:01+00:00,0,4199,ReTweet,SpaceX
1545037152286900224,RT @SpaceX: Watch Falcon 9 launch 53 Starlink satellites to orbit → https://t.co/fQ3R4IVxZ8  https://t.co/ocibwLcez3,2022-07-07 13:28:57+00:00,0,2338,ReTweet,SpaceX
1544903231934955525,@Rjdlandscapes @WholeMarsBlog 🤣,2022-07-07 04:36:48+00:00,4705,195,ReplyTweet,Rjdlandscapes
1544790652969533441,"Highly recommend Revolutions by Mike Duncan, especially Season 10 https://t.co/LoJXYL2HTU",2022-07-06 21:09:27+00:00,38068,4170,DirectTweet,Rjdlandscapes
1544764856762605568,"@pmarca The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",2022-07-06 19:26:56+00:00,43947,2734,ReplyTweet,pmarca
1544764856762605568,"@pmarca The world is actually vastly better than Orwell imagined, but there is also vastly more surveillance",2022-07-06 19:26:56+00:00,43947,2734,ReplyTweet,pmarca
1544763117686644737,@ggreenwald Troubling …,2022-07-06 19:20:02+00:00,21616,2016,ReplyTweet,ggreenwald
1544743525585141761,@mishaboar @boringcompany Supporting Doge wherever possible,2022-07-06 18:02:11+00:00,10610,2061,ReplyTweet,mishaboar
1544721101238018048,"Moon brought us together in ‘69,
Mars can do that in the future",2022-07-06 16:33:04+00:00,146967,7501,DirectTweet,elonmusk
1544720926020968453,"Without a common goal, 
humanity will fight itself",2022-07-06 16:32:22+00:00,145488,9717,DirectTweet,elonmusk
1544719307975938048,@PPathole Exactly,2022-07-06 16:25:57+00:00,3523,182,ReplyTweet,PPathole
1544719143387238403,@AlexBerenson @Twitter Can you say more about this: “… pressures that the government may have placed on Twitter …”,2022-07-06 16:25:17+00:00,38455,4440,ReplyTweet,AlexBerenson
1544636989647032321,Humanity will reach Mars in your lifetime,2022-07-06 10:58:50+00:00,592853,48164,DirectTweet,AlexBerenson
1544615634453020673,Flatulence Earther,2022-07-06 09:33:59+00:00,104037,6257,DirectTweet,AlexBerenson
1544544105417658369,@BillyM2k 🤣,2022-07-06 04:49:45+00:00,47876,976,ReplyTweet,BillyM2k
1544531744812040194,@OwenSparks_ @Tesmanian_com Maybe later this year,2022-07-06 04:00:38+00:00,3296,159,ReplyTweet,OwenSparks_
